FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
64249,1912632,Study Review Protocol,1832,Getting Ready,Business as usual,27189,Social Skills Improvement System-Rating Scale (SSIS-RS): Problem Behaviors,Student Behavior,-1 Years,Overall - Interim Outcome: Spring Year 1,True,230,119,111,42,43,103.57,106.17,15.35,16.12,,0.164652168295893,7,,0.249138249799756,0.1,,False,1,,Student,
64250,1912632,Study Review Protocol,1832,Getting Ready,Business as usual,27188,Social Skills Improvement System-Rating Scale (SSIS-RS): Social Skills Scale,Student Behavior,-1 Years,Overall - Interim Outcome: Spring Year 1,True,234,122,112,42,43,92.57,91.61,12.92,13.2,,0.0732391058169529,3,,0.605104633057653,0.1,,False,1,,Student,
64251,1912632,Study Review Protocol,1832,Getting Ready,Business as usual,27189,Social Skills Improvement System-Rating Scale (SSIS-RS): Problem Behaviors,Student Behavior,-6 Months,Overall - Interim Outcome - Fall Year 2,True,146,78,68,33,34,121.74,119.26,12.58,13.06,,-0.192485522643161,-8,,0.272853254204986,0.1,,False,1,,Student,
64252,1912632,Study Review Protocol,1832,Getting Ready,Business as usual,27188,Social Skills Improvement System-Rating Scale (SSIS-RS): Social Skills Scale,Student Behavior,-6 Months,Overall - Interim Outcome - Fall Year 2,True,145,78,67,33,34,98.65,96.95,13.87,12.3,,0.128303588529537,5,,0.465258636480015,0.1,,False,1,,Student,
64284,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27610,College re-enrollment in any postsecondary institution,Progressing in College,5 Months,ReEnroll Sample,False,434887,326165,108722,326165,108722,62.7,62.7,,,,0,0,,1,,,False,1,,Student,
64285,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27045,Filed FAFSA,College Readiness,5 Months,ReEnroll Sample,False,434887,326165,108722,326165,108722,70.5,70.7,,,,-0.00583976388306497,0,,0.211206556653149,,,False,1,,Student,
64287,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27430,Graduation from 4 year college,College Degree Attainment,1 Year,ReEnroll Sample,False,434887,326165,108722,326165,108722,18.8,18.6,,,,0.00797291815612736,0,,0.144458548811059,,,False,1,,Student,
64288,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27431,Graduation from 2 year college,College Degree Attainment,1 Year,ReEnroll Sample,False,434887,326165,108722,326165,108722,14.5,14.5,,,,0,0,,1,,,False,1,,Student,
64291,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,0 Days,Overall - Full sample; Grade 8,True,245,86,159,86,159,,,1.015,1,0.124,0.122968554515982,5,0.199,0.203090097598581,,,False,1,,Student,
64292,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,0 Days,Overall - Full sample; Grade 8,True,258,92,166,92,166,,,0.937,0.936,0.221,0.235329300379828,9,0.006,0.00589869209866045,,,True,1,,Student,
64293,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,0 Days,Overall - Full sample; Grade 8,True,259,92,167,92,167,,,1.334,1.046,0.122,0.105208978935799,4,0.152,0.153225949124916,,,False,1,,Student,
64294,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27045,Filed FAFSA,College Readiness,4 Months,ReApply Sample,False,526614,394960,131654,394960,131654,26.8,26.9,,,,-0.00308572927425166,0,,0.478723671688833,,,False,1,,Student,
64295,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-5 Years,Overall - Full sample; Grade 3 (5 years before end of intervention in Grade 8),True,1393,647,746,647,746,,,1.011,0.974,0.085,0.0856949878137687,3,0.084,0.0839882286883452,,,False,1,,Student,
64296,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-5 Years,Overall - Full sample; Grade 3 (5 years before end of intervention in Grade 8),True,1389,645,744,645,744,,,1.005,0.973,0.026,0.0263019065260394,1,0.626,0.624107022808507,,,False,1,,Student,
64297,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-4 Years,Overall - Full sample; Grade 4 (4 years before end of intervention in Grade 8),True,1098,501,597,501,597,,,1.02,0.956,0.073,0.0740074038182264,3,0.162,0.161586135989761,,,False,1,,Student,
64298,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-4 Years,Overall - Full sample; Grade 4 (4 years before end of intervention in Grade 8),True,1098,501,597,501,597,,,0.961,0.995,0.103,0.105069188750009,4,0.067,0.0670698801137635,,,False,1,,Student,
64299,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-3 Years,Full sample; Grade 5 (3 years before end of intervention in Grade 8),False,844,372,472,372,472,,,0.978,0.947,0.132,0.137265613389764,5,0.017,0.0171910648261581,,,True,1,Evidence Tier 1,Student,
64301,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-3 Years,Full sample; Grade 5 (3 years before end of intervention in Grade 8),False,846,373,473,373,473,,,1.082,0.98,0.079,0.0769140449134473,3,0.184,0.18918078088033,,,False,1,,Student,
64302,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,-3 Years,Full sample; Grade 5 (3 years before end of intervention in Grade 8),False,814,354,460,354,460,,,0.935,0.922,0.087,0.0936963103786642,4,0.18,0.181998622791359,,,False,1,,Student,
64303,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-2 Years,Overall - Full sample; Grade 6 (2 years before end of intervention in Grade 8),True,559,231,328,231,328,,,0.95,0.927,0.094,0.100231478726068,4,0.128,0.130932403835938,,,False,1,,Student,
64304,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-2 Years,Overall - Full sample; Grade 6 (2 years before end of intervention in Grade 8),True,559,230,329,230,329,,,1.063,1.034,0.044,0.0420075351906845,2,0.506,0.505581747169835,,,False,1,,Student,
64306,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-1 Years,Overall - Full sample; Grade 7 (1 year before end of intervention in Grade 8),True,407,152,255,152,255,,,0.899,0.964,0.076,0.0806762793575104,3,0.271,0.264976202294365,,,False,1,,Student,
64307,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-1 Years,Overall - Full sample; Grade 7 (1 year before end of intervention in Grade 8),True,407,152,255,152,255,,,1.094,1.056,0.02,0.018651276990623,1,0.789,0.784303879653042,,,False,1,,Student,
64334,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,25418,College enrollment in any college,College Enrollment,2 Months,ReApply Sample,False,526614,394961,131653,394961,131653,44.5,44.4,,,,0.00245448499282635,0,,0.527652778833964,,,False,1,,Student,
64337,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27614,Enrollment in a four-year public university in Texas,College Enrollment,2 Months,Overall - ReApply Sample,True,526614,394961,131653,394961,131653,13.1,13,,,,0.00534118735079187,0,,0.352045957639785,,,False,1,,Student,
64341,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27613,Enrollment in a community college in Texas,College Enrollment,-6 Months,Overall - ReApply Sample,True,526614,394961,131653,394961,131653,26.4,26.4,,,,0,0,,1,,,False,1,,Student,
64342,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27614,Enrollment in a four-year public university in Texas,College Enrollment,-6 Months,Overall - ReApply Sample,True,526614,394961,131653,394961,131653,12.9,12.9,,,,0,0,,1,,,False,1,,Student,
64343,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27611,College re-enrollment in a community college in Texas,Progressing in College,5 Months,Overall - ReEnroll Sample,True,434887,326165,108722,326165,108722,24.6,24.8,,,,-0.00651712381256696,0,,0.186126906035743,,,False,1,,Student,
64344,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27612,College re-enrollment in a 4-year Texas public university,Progressing in College,5 Months,Overall - ReEnroll Sample,True,434887,326165,108722,326165,108722,36.4,36.2,,,,0.00524204594887095,0,,0.236041410156601,,,False,1,,Student,
64350,1908100,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2071,Reading intervention 3 (Calhoon et al. (2010)),Other intervention,22922,Gray Silent Reading Test,Passage reading fluency-silent,0 Days,Integrated vs. Alternating,False,59,30,29,3,3,83.4419145905967,80.03,19.58,19.79,-0.17,0.171048534857922,7,,0.704479649956448,0.2,,False,1,,Student,
64364,1912842,Study Review Protocol,1998,Tax credit information campaign,Business as usual,27426,"Any enrollment in public 2 year college, Texas",College Enrollment,2 Months,Overall - ReApply Sample,True,526614,394961,131653,394961,131653,17.2,17.3,,,,-0.00424580427023917,0,,0.405970150410779,,,False,1,,Student,
64395,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,25095,Unexcused absences,School Attendance,0 Days,Full sample,False,425,275,150,275,150,55,55.3,,,,0.00735073421006929,0,,0.952655886327128,,,False,1,,Student,
64396,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,27287,Cut or skipped class,School Attendance,0 Days,Full sample,False,428,274,154,274,154,8.5,13.4,,,,0.30922890919617,12,,0.112726744593316,,,False,1,,Student,
64397,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,27288,Suspended or put on probation,Student Discipline,0 Days,Full sample,False,427,274,153,274,153,6.6,3.7,,,,-0.369281092697869,-14,,0.217064316096248,,,False,1,,Student,
64403,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,27260,Enrolled in high school,Staying in Secondary School,0 Days,Full sample,False,436,279,157,279,157,94,92.8,,,,0.118284666225336,5,,0.624743653621061,,,False,1,,Student,
64404,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,27637,"Earned a degree, license, or certificate for work","Industry-Recognized Credential, Certificate, or License",0 Days,Full sample,False,399,249,150,249,150,26.9,28.9,,,,-0.0602765687618974,-2,,0.665652864955156,,,False,1,,Student,
64438,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-5 Years,Overall - English learners; Grade 3 (5 years before end of intervention in Grade 8),True,261,140,121,140,121,,,0.83,0.87,0.102,0.119825961214968,5,0.9,0.89983118421795,,,False,1,,Student,
64440,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-3 Years,Overall - English learners; Grade 5 (3 years before end of intervention in Grade 8),True,164,83,81,83,81,,,0.86,0.83,0.049,0.0576975557696546,2,0.6,0.600452427342026,,,False,1,,Student,
64441,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-3 Years,Overall - English learners; Grade 5 (3 years before end of intervention in Grade 8),True,164,83,81,83,81,,,1.01,1.04,-0.062,-0.0602117670299638,-2,0.3,0.300675208667285,,,False,1,,Student,
64442,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,-3 Years,Overall - English learners; Grade 5 (3 years before end of intervention in Grade 8),True,153,76,77,76,77,,,0.86,0.86,0.088,0.101816498900845,4,0.7,0.700108715202156,,,False,1,,Student,
64443,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,0 Days,Overall - English learners; Grade 8,True,43,14,29,14,29,,,0.83,0.83,0.073,0.0863330623105921,3,0.8,0.800069124377926,,,False,1,,Student,
64444,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,0 Days,Overall - English learners; Grade 8,True,44,15,29,15,29,,,0.84,0.83,0.247,0.291070792006381,11,0.4,0.40198609088418,,,False,1,,Student,
64445,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,0 Days,Overall - English learners; Grade 8,True,44,15,29,15,29,,,0.92,0.9,-0.243,-0.263185841493664,-10,0.13,0.134949525588096,,,False,1,,Student,
64456,1912861,Study Review Protocol,321,Career Academies,Business as usual,25959,High Shool Graduation,High School Completion,0 Days,Full sample,False,469,208,261,208,261,96.5,90,,,,0.678518462129304,25,0.05,0.00968652164321859,,,True,1,Evidence Tier 3,Student,
64462,1912861,Study Review Protocol,321,Career Academies,Business as usual,26772,High School Graduation,High School Completion,0 Days,Overall - Low-performing students,True,156,69,87,69,87,93.1,90,,,,0.245411027480962,10,,0.496749347279223,,,False,1,,Student,
64463,1912861,Study Review Protocol,321,Career Academies,Business as usual,27566,Number of days absent in 9th grade,School Attendance,-3 Years,Full sample,False,469,208,261,208,261,2.586,3.78,3.12,6.93,,0.21392324193124,8,0.05,0.0404990222662228,,,True,1,Evidence Tier 3,Student,
